year,date_doy,month,day,source_type,source,tempC,tempF,doy_100yr
801,NA,NA,NA,NA,-,NA,NA,NA
802,NA,NA,NA,NA,-,NA,NA,NA
803,NA,NA,NA,NA,-,NA,NA,NA
804,NA,NA,NA,NA,-,NA,NA,NA
805,NA,NA,NA,NA,-,NA,NA,NA
806,NA,NA,NA,NA,-,NA,NA,NA
807,NA,NA,NA,NA,-,NA,NA,NA
808,NA,NA,NA,NA,-,NA,NA,NA
809,NA,NA,NA,NA,-,NA,NA,NA
810,NA,NA,NA,NA,-,NA,NA,NA
811,NA,NA,NA,NA,-,NA,NA,NA
812,92,Apr,1,2,NIHON-KOKI,9.9,49.82,NA
813,NA,NA,NA,NA,-,NA,NA,NA
814,NA,NA,NA,NA,-,NA,NA,NA
815,105,Apr,15,2,NIHON-KOKI,6,42.8,NA
816,NA,NA,NA,NA,-,NA,NA,NA
817,NA,NA,NA,NA,-,NA,NA,NA
818,NA,NA,NA,NA,-,NA,NA,NA
819,NA,NA,NA,NA,-,NA,NA,NA
820,NA,NA,NA,NA,-,NA,NA,NA
821,NA,NA,NA,NA,-,NA,NA,NA
822,NA,NA,NA,NA,-,NA,NA,NA
823,NA,NA,NA,NA,-,NA,NA,NA
824,NA,NA,NA,NA,-,NA,NA,NA
825,NA,NA,NA,NA,-,NA,NA,NA
826,NA,NA,NA,NA,-,NA,NA,NA
827,NA,NA,NA,NA,-,NA,NA,NA
828,NA,NA,NA,NA,-,NA,NA,NA
829,NA,NA,NA,NA,-,NA,NA,NA
830,NA,NA,NA,NA,-,NA,NA,NA
831,96,Apr,6,2,NIHON-KOKI,8.6,47.48,NA
832,NA,NA,NA,NA,-,NA,NA,NA
833,NA,NA,NA,NA,-,NA,NA,NA
834,NA,NA,NA,NA,-,NA,NA,NA
835,NA,NA,NA,NA,-,NA,NA,NA
836,NA,NA,NA,NA,-,NA,NA,NA
837,NA,NA,NA,NA,-,NA,NA,NA
838,NA,NA,NA,NA,-,NA,NA,NA
839,NA,NA,NA,NA,-,NA,NA,NA
840,NA,NA,NA,NA,-,NA,NA,NA
841,NA,NA,NA,NA,-,NA,NA,NA
842,NA,NA,NA,NA,-,NA,NA,NA
843,NA,NA,NA,NA,-,NA,NA,NA
844,NA,NA,NA,NA,-,NA,NA,NA
845,NA,NA,NA,NA,-,NA,NA,NA
846,NA,NA,NA,NA,-,NA,NA,NA
847,NA,NA,NA,NA,-,NA,NA,NA
848,NA,NA,NA,NA,-,NA,NA,NA
849,NA,NA,NA,NA,-,NA,NA,NA
850,NA,NA,NA,NA,-,NA,NA,NA
851,108,Apr,18,2,MONTOKUTENNO-JITSUROKU,5.2,41.36,NA
852,NA,NA,NA,NA,-,NA,NA,NA
853,104,Apr,14,2,MONTOKUTENNO-JITSUROKU,6.3,43.34,NA
854,NA,NA,NA,NA,-,NA,NA,NA
855,NA,NA,NA,NA,-,NA,NA,NA
856,NA,NA,NA,NA,-,NA,NA,NA
857,NA,NA,NA,NA,-,NA,NA,NA
858,NA,NA,NA,NA,-,NA,NA,NA
859,NA,NA,NA,NA,-,NA,NA,NA
860,NA,NA,NA,NA,-,NA,NA,NA
861,NA,NA,NA,NA,-,NA,NA,NA
862,NA,NA,NA,NA,-,NA,NA,NA
863,NA,NA,NA,NA,-,NA,NA,NA
864,100,Apr,9,2,NIPPON-SANDAI-JITSUROKU,7.4,45.32,NA
865,NA,NA,NA,NA,-,NA,NA,NA
866,106,Apr,16,2,NIPPON-SANDAI-JITSUROKU,5.7,42.26,NA
867,NA,NA,NA,NA,-,NA,NA,NA
868,NA,NA,NA,NA,-,NA,NA,NA
869,95,Apr,5,2,KANKE-BUNSOU,8.9,48.02,NA
870,NA,NA,NA,NA,-,NA,NA,NA
871,NA,NA,NA,NA,-,NA,NA,NA
872,NA,NA,NA,NA,-,NA,NA,NA
873,NA,NA,NA,NA,-,NA,NA,NA
874,NA,NA,NA,NA,-,NA,NA,NA
875,NA,NA,NA,NA,-,NA,NA,NA
876,NA,NA,NA,NA,-,NA,NA,NA
877,NA,NA,NA,NA,-,NA,NA,NA
878,NA,NA,NA,NA,-,NA,NA,NA
879,NA,NA,NA,NA,-,NA,NA,NA
880,NA,NA,NA,NA,-,NA,NA,NA
881,NA,NA,NA,NA,-,NA,NA,NA
882,NA,NA,NA,NA,-,NA,NA,NA
883,NA,NA,NA,NA,-,NA,NA,NA
884,NA,NA,NA,NA,-,NA,NA,NA
885,NA,NA,NA,NA,-,NA,NA,NA
886,NA,NA,NA,NA,-,NA,NA,NA
887,NA,NA,NA,NA,-,NA,NA,NA
888,NA,NA,NA,NA,-,NA,NA,NA
889,104,Apr,14,2,NIPPON-SANDAI-JITSUROKU,6.3,43.34,NA
890,NA,NA,NA,NA,-,NA,NA,NA
891,109,Apr,19,4,NIHONKIRYAKU,4.9,40.82,NA
892,108,Apr,17,3,FUSHIMIIN-GOKIROKKU,5.2,41.36,NA
893,NA,NA,NA,NA,-,NA,NA,NA
894,106,Apr,16,2,KANKE-BUNSOU,5.7,42.26,NA
895,104,Apr,14,4,NIHONKIRYAKU,6.3,43.34,NA
896,104,Apr,13,4,NIPPON-SANDAI-JITSUROKU,6.3,43.34,NA
897,NA,NA,NA,NA,-,NA,NA,NA
898,NA,NA,NA,NA,-,NA,NA,NA
899,NA,NA,NA,NA,-,NA,NA,NA
900,NA,NA,NA,NA,-,NA,NA,102.92857142857143
901,NA,NA,NA,NA,-,NA,NA,102.92857142857143
902,102,Apr,12,8,EST-from-WF(NIHONGI-RYAKU),6.9,44.42,102.86666666666666
903,NA,NA,NA,NA,-,NA,NA,102.86666666666666
904,NA,NA,NA,NA,-,NA,NA,102.86666666666666
905,NA,NA,NA,NA,-,NA,NA,102.86666666666666
906,NA,NA,NA,NA,-,NA,NA,102.86666666666666
907,NA,NA,NA,NA,-,NA,NA,102.86666666666666
908,98,Apr,7,8,EST-from-WF(KIMITADA-SHU),8,46.4,102.5625
909,NA,NA,NA,NA,-,NA,NA,102.5625
910,NA,NA,NA,NA,-,NA,NA,102.5625
911,NA,NA,NA,NA,-,NA,NA,102.5625
912,95,Apr,4,2,SHINGISHIKI,8.9,48.02,102.75
913,110,Apr,20,2,SHUI-WAKASHU,4.6,40.28,103.17647058823529
914,NA,NA,NA,NA,-,NA,NA,103.17647058823529
915,NA,NA,NA,NA,-,NA,NA,103.0625
916,NA,NA,NA,NA,-,NA,NA,103.0625
917,95,Apr,5,2,KINHISHO,8.9,48.02,102.58823529411765
918,NA,NA,NA,NA,-,NA,NA,102.58823529411765
919,NA,NA,NA,NA,-,NA,NA,102.58823529411765
920,NA,NA,NA,NA,-,NA,NA,102.58823529411765
921,NA,NA,NA,NA,-,NA,NA,102.58823529411765
922,NA,NA,NA,NA,-,NA,NA,102.58823529411765
923,104,Apr,14,4,ZOKU-KOKIN-WAKASHU,6.3,43.34,102.66666666666667
924,NA,NA,NA,NA,-,NA,NA,102.66666666666667
925,NA,NA,NA,NA,-,NA,NA,102.66666666666667
926,98,Apr,8,2,NIHONKIRYAKU,8,46.4,102.42105263157895
927,NA,NA,NA,NA,-,NA,NA,102.42105263157895
928,NA,NA,NA,NA,-,NA,NA,102.42105263157895
929,NA,NA,NA,NA,-,NA,NA,102.42105263157895
930,97,Apr,7,8,EST-from-WF(SHIRYO-SORAN),8.3,46.94,102.15
931,NA,NA,NA,NA,-,NA,NA,102.47368421052632
932,NA,NA,NA,NA,-,NA,NA,102.47368421052632
933,106,Apr,16,8,EST-from-WF(SHIRYO-SORAN),5.7,42.26,102.65
934,NA,NA,NA,NA,-,NA,NA,102.65
935,NA,NA,NA,NA,-,NA,NA,102.65
936,NA,NA,NA,NA,-,NA,NA,102.65
937,NA,NA,NA,NA,-,NA,NA,102.65
938,NA,NA,NA,NA,-,NA,NA,102.65
939,NA,NA,NA,NA,-,NA,NA,102.65
940,NA,NA,NA,NA,-,NA,NA,102.65
941,109,Apr,19,2,NIHONKIRYAKU,4.9,40.82,102.95238095238095
942,NA,NA,NA,NA,-,NA,NA,102.95238095238095
943,NA,NA,NA,NA,-,NA,NA,102.95238095238095
944,NA,NA,NA,NA,-,NA,NA,102.95238095238095
945,NA,NA,NA,NA,-,NA,NA,102.95238095238095
946,NA,NA,NA,NA,-,NA,NA,102.95238095238095
947,NA,NA,NA,NA,-,NA,NA,102.95238095238095
948,NA,NA,NA,NA,-,NA,NA,102.95238095238095
949,107,Apr,17,2,NIHONKIRYAKU,5.4,41.72,103.13636363636364
950,95,Apr,5,2,DAINIHON-SHIRYO,8.9,48.02,102.78260869565217
951,NA,NA,NA,NA,-,NA,NA,102.54545454545455
952,NA,NA,NA,NA,-,NA,NA,102.54545454545455
953,NA,NA,NA,NA,-,NA,NA,102.47619047619048
954,NA,NA,NA,NA,-,NA,NA,102.47619047619048
955,89,Mar,30,4,SHUISHO,10.8,51.44,101.86363636363636
956,NA,NA,NA,NA,-,NA,NA,101.86363636363636
957,112,Apr,22,2,NIHONKIRYAKU,4.1,39.38,102.30434782608695
958,109,Apr,19,2,NIHONKIRYAKU,4.9,40.82,102.58333333333333
959,97,Apr,7,2,KYUREKI,8.3,46.94,102.36
960,101,Apr,10,2,KYUREKI,7.2,44.96,102.3076923076923
961,87,Mar,28,2,NIHONKIRYAKU,11.5,52.7,101.74074074074075
962,NA,NA,NA,NA,-,NA,NA,101.74074074074075
963,94,Apr,4,2,NIHONKIRYAKU,9.3,48.74,101.46428571428571
964,NA,NA,NA,NA,-,NA,NA,101.51851851851852
965,104,Apr,14,2,NIHONKIRYAKU,6.3,43.34,101.60714285714286
966,98,Apr,8,2,NIHONKIRYAKU,8,46.4,101.32142857142857
967,103,Apr,13,2,NIHONKIRYAKU,6.6,43.88,101.37931034482759
968,NA,NA,NA,NA,-,NA,NA,101.37931034482759
969,98,Apr,8,4,NIHONKIRYAKU,8,46.4,101.48275862068965
970,NA,NA,NA,NA,-,NA,NA,101.48275862068965
971,NA,NA,NA,NA,-,NA,NA,101.48275862068965
972,107,Apr,16,8,EST-from-WF(SHIRYO-SORAN),5.4,41.72,101.66666666666667
973,NA,NA,NA,NA,-,NA,NA,101.66666666666667
974,108,Apr,18,2,NIHONKIRYAKU,5.2,41.36,101.87096774193549
975,101,Apr,11,2,NIHONKIRYAKU,7.2,44.96,101.84375
976,NA,NA,NA,NA,-,NA,NA,101.84375
977,112,Apr,22,2,FUSO-RYAKKI,4.1,39.38,102.15151515151516
978,NA,NA,NA,NA,-,NA,NA,102.15151515151516
979,104,Apr,14,3,DAINIHON-SHIRYO,6.3,43.34,102.20588235294117
980,NA,NA,NA,NA,-,NA,NA,102.20588235294117
981,NA,NA,NA,NA,-,NA,NA,102.20588235294117
982,NA,NA,NA,NA,-,NA,NA,102.20588235294117
983,NA,NA,NA,NA,-,NA,NA,102.20588235294117
984,NA,NA,NA,NA,-,NA,NA,102.20588235294117
985,94,Apr,4,2,SHOYUKI,9.3,48.74,101.97142857142858
986,NA,NA,NA,NA,-,NA,NA,101.97142857142858
987,NA,NA,NA,NA,-,NA,NA,101.97142857142858
988,NA,NA,NA,NA,-,NA,NA,101.97142857142858
989,100,Apr,10,2,SHOYUKI,7.4,45.32,101.85714285714286
990,NA,NA,NA,NA,-,NA,NA,101.85714285714286
991,104,Apr,14,1,EIGA-MONOGATARI(MIHATENUYUME),6.3,43.34,101.71428571428571
992,NA,NA,NA,NA,-,NA,NA,101.52941176470588
993,NA,NA,NA,NA,-,NA,NA,101.52941176470588
994,NA,NA,NA,NA,-,NA,NA,101.39393939393939
995,NA,NA,NA,NA,-,NA,NA,101.3125
996,NA,NA,NA,NA,-,NA,NA,101.2258064516129
997,NA,NA,NA,NA,-,NA,NA,101.2258064516129
998,NA,NA,NA,NA,-,NA,NA,101.2258064516129
999,NA,NA,NA,NA,-,NA,NA,101.2258064516129
1000,105,Apr,15,2,MIDO-KAMPAKUKI,6,42.8,101.34375
1001,NA,NA,NA,NA,-,NA,NA,101.34375
1002,NA,NA,NA,NA,-,NA,NA,101.3225806451613
1003,NA,NA,NA,NA,-,NA,NA,101.3225806451613
1004,117,Apr,26,2,MIDO-KAMPAKUKI,2.7,36.86,101.8125
1005,NA,NA,NA,NA,-,NA,NA,101.8125
1006,100,Apr,10,2,NIHONKIRYAKU,7.4,45.32,101.75757575757575
1007,106,Apr,16,4,MIDO-KAMPAKUKI,5.7,42.26,101.88235294117646
1008,NA,NA,NA,NA,-,NA,NA,102
1009,NA,NA,NA,NA,-,NA,NA,102
1010,NA,NA,NA,NA,-,NA,NA,102
1011,NA,NA,NA,NA,-,NA,NA,102
1012,NA,NA,NA,NA,-,NA,NA,102.21875
1013,NA,NA,NA,NA,-,NA,NA,101.96774193548387
1014,115,Apr,25,2,DAI-SAIIN-GYOSHU,3.2,37.76,102.375
1015,NA,NA,NA,NA,-,NA,NA,102.375
1016,111,Apr,20,2,MIDO-KAMPAKUKI,4.3,39.74,102.63636363636364
1017,99,Apr,9,2,MIDO-KAMPAKUKI,7.7,45.86,102.75757575757575
1018,113,Apr,23,2,MIDO-KAMPAKUKI,3.8,38.84,103.05882352941177
1019,98,Apr,8,2,SHOYUKI,8,46.4,102.91428571428571
1020,NA,NA,NA,NA,-,NA,NA,102.91428571428571
1021,NA,NA,NA,NA,-,NA,NA,102.91428571428571
1022,NA,NA,NA,NA,-,NA,NA,102.91428571428571
1023,NA,NA,NA,NA,-,NA,NA,102.88235294117646
1024,NA,NA,NA,NA,-,NA,NA,102.88235294117646
1025,NA,NA,NA,NA,-,NA,NA,102.88235294117646
1026,NA,NA,NA,NA,-,NA,NA,103.03030303030303
1027,NA,NA,NA,NA,-,NA,NA,103.03030303030303
1028,NA,NA,NA,NA,-,NA,NA,103.03030303030303
1029,116,Apr,26,2,REKIDAI-HENNEN-SHUSEI,3,37.4,103.41176470588235
1030,NA,NA,NA,NA,-,NA,NA,103.60606060606061
1031,97,Apr,7,2,SHOYUKI,8.3,46.94,103.41176470588235
1032,111,Apr,20,2,NIHONKIRYAKU,4.3,39.74,103.62857142857143
1033,102,Apr,12,4,NIHONKIRYAKU,6.9,44.42,103.51428571428572
1034,96,Apr,6,8,EST-from-WF(EIGA-MONOGATARI),8.6,47.48,103.30555555555556
1035,NA,NA,NA,NA,-,NA,NA,103.30555555555556
1036,104,Apr,13,4,NIHONKIRYAKU,6.3,43.34,103.32432432432432
1037,NA,NA,NA,NA,-,NA,NA,103.32432432432432
1038,NA,NA,NA,NA,-,NA,NA,103.32432432432432
1039,NA,NA,NA,NA,-,NA,NA,103.32432432432432
1040,NA,NA,NA,NA,-,NA,NA,103.32432432432432
1041,103,Apr,13,2,FUSO-RYAKKI,6.6,43.88,103.16216216216216
1042,NA,NA,NA,NA,-,NA,NA,103.16216216216216
1043,NA,NA,NA,NA,-,NA,NA,103.16216216216216
1044,NA,NA,NA,NA,-,NA,NA,103.16216216216216
1045,NA,NA,NA,NA,-,NA,NA,103.16216216216216
1046,103,Apr,13,1,EIGA-MONOGATARI(NEAWASE),6.6,43.88,103.15789473684211
1047,NA,NA,NA,NA,-,NA,NA,103.15789473684211
1048,112,Apr,21,3,IETSUNE-ASON-SHU,4.1,39.38,103.38461538461539
1049,NA,NA,NA,NA,-,NA,NA,103.28947368421052
1050,105,Apr,15,2,EIGA-MONOGATARI(NEAWASE),6,42.8,103.55263157894737
1051,NA,NA,NA,NA,-,NA,NA,103.55263157894737
1052,NA,NA,NA,NA,-,NA,NA,103.55263157894737
1053,NA,NA,NA,NA,-,NA,NA,103.55263157894737
1054,NA,NA,NA,NA,-,NA,NA,103.55263157894737
1055,NA,NA,NA,NA,-,NA,NA,103.94594594594595
1056,NA,NA,NA,NA,-,NA,NA,103.94594594594595
1057,NA,NA,NA,NA,-,NA,NA,103.72222222222223
1058,NA,NA,NA,NA,-,NA,NA,103.57142857142857
1059,NA,NA,NA,NA,-,NA,NA,103.76470588235294
1060,108,Apr,17,4,SHIN-SENZAI-WAKASHU,5.2,41.36,103.97058823529412
1061,92,Apr,2,4,MOROZANE-SHU,9.9,49.82,104.11764705882354
1062,NA,NA,NA,NA,-,NA,NA,104.11764705882354
1063,NA,NA,NA,NA,-,NA,NA,104.42424242424242
1064,NA,NA,NA,NA,-,NA,NA,104.42424242424242
1065,NA,NA,NA,NA,-,NA,NA,104.4375
1066,105,Apr,15,2,SUISAKI,6,42.8,104.65625
1067,NA,NA,NA,NA,-,NA,NA,104.70967741935483
1068,NA,NA,NA,NA,-,NA,NA,104.70967741935483
1069,NA,NA,NA,NA,-,NA,NA,104.93333333333334
1070,NA,NA,NA,NA,-,NA,NA,104.93333333333334
1071,113,Apr,23,2,SHUGAKKAIKI,3.8,38.84,105.19354838709677
1072,NA,NA,NA,NA,-,NA,NA,105.13333333333334
1073,103,Apr,13,2,EIGA-MONOGATARI(MATSUNO-SHIDUE),6.6,43.88,105.06451612903226
1074,NA,NA,NA,NA,-,NA,NA,104.96666666666667
1075,NA,NA,NA,NA,-,NA,NA,105.10344827586206
1076,NA,NA,NA,NA,-,NA,NA,105.10344827586206
1077,NA,NA,NA,NA,-,NA,NA,104.85714285714286
1078,NA,NA,NA,NA,-,NA,NA,104.85714285714286
1079,NA,NA,NA,NA,-,NA,NA,104.88888888888889
1080,102,Apr,11,2,SUISAKI,6.9,44.42,104.78571428571429
1081,NA,NA,NA,NA,-,NA,NA,104.78571428571429
1082,NA,NA,NA,NA,-,NA,NA,104.78571428571429
1083,96,Apr,6,1,GONIJO-MOROMICHIKI,8.6,47.48,104.48275862068965
1084,120,Apr,29,4,ZOKU-GOSEN-WAKASHU,2,35.6,105
1085,NA,NA,NA,NA,-,NA,NA,105.37931034482759
1086,NA,NA,NA,NA,-,NA,NA,105.37931034482759
1087,NA,NA,NA,NA,-,NA,NA,105.37931034482759
1088,104,Apr,13,2,GONIJO-MOROMICHIKI,6.3,43.34,105.33333333333333
1089,NA,NA,NA,NA,-,NA,NA,105.51724137931035
1090,105,Apr,15,2,GONIJO-MOROMICHIKI,6,42.8,105.5
1091,NA,NA,NA,NA,-,NA,NA,105.55172413793103
1092,NA,NA,NA,NA,-,NA,NA,105.55172413793103
1093,105,Apr,15,2,GONIJO-MOROMICHIKI,6,42.8,105.53333333333333
1094,NA,NA,NA,NA,-,NA,NA,105.53333333333333
1095,100,Apr,10,4,CHUYUKI,7.4,45.32,105.35483870967742
1096,96,Apr,5,2,GONIJO-MOROMICHIKI,8.6,47.48,105.0625
1097,NA,NA,NA,NA,-,NA,NA,105.0625
1098,100,Apr,10,2,CHUYUKI,7.4,45.32,104.9090909090909
1099,103,Apr,13,1,GONIJO-MOROMICHIKI,6.6,43.88,104.8529411764706
1100,NA,NA,NA,NA,-,NA,NA,104.84848484848484
1101,NA,NA,NA,NA,-,NA,NA,104.84848484848484
1102,104,Apr,14,3,CHUYUKI,6.3,43.34,104.82352941176471
1103,NA,NA,NA,NA,-,NA,NA,104.82352941176471
1104,108,Apr,17,2,DENRYAKU,5.2,41.36,104.55882352941177
1105,114,Apr,24,2,CHUYUKI,3.5,38.3,104.82857142857142
1106,NA,NA,NA,NA,-,NA,NA,104.97058823529412
1107,105,Apr,15,2,CHUYUKI,6,42.8,104.94117647058823
1108,NA,NA,NA,NA,-,NA,NA,104.94117647058823
1109,NA,NA,NA,NA,-,NA,NA,104.94117647058823
1110,NA,NA,NA,NA,-,NA,NA,104.94117647058823
1111,113,Apr,23,2,EISHOKI,3.8,38.84,105.17142857142858
1112,104,Apr,13,1,CHUYUKI,6.3,43.34,105.13888888888889
1113,NA,NA,NA,NA,-,NA,NA,105.13888888888889
1114,100,Apr,10,2,DENRYAKU,7.4,45.32,104.72222222222223
1115,NA,NA,NA,NA,-,NA,NA,104.72222222222223
1116,NA,NA,NA,NA,-,NA,NA,104.54285714285714
1117,109,Apr,19,2,DENRYAKU,4.9,40.82,104.82857142857142
1118,102,Apr,12,2,MISSHU-KETSUMYAKUSHO,6.9,44.42,104.51428571428572
1119,NA,NA,NA,NA,-,NA,NA,104.70588235294117
1120,104,Apr,13,2,DAIGO-ZOJIKI,6.3,43.34,104.68571428571428
1121,NA,NA,NA,NA,-,NA,NA,104.68571428571428
1122,NA,NA,NA,NA,-,NA,NA,104.68571428571428
1123,112,Apr,22,2,DAIGO-ZOJIKI,4.1,39.38,104.88888888888889
1124,98,Apr,7,2,DAIGO-ZOJIKI,8,46.4,104.70270270270271
1125,111,Apr,21,2,DAIGOJI-ZATSUYO,4.3,39.74,104.86842105263158
1126,108,Apr,18,2,DAIGOJI-ZATSUYO,5.2,41.36,104.94871794871794
1127,107,Apr,17,2,DAIGO-ZOJIKI,5.4,41.72,105
1128,111,Apr,20,2,DAIGO-ZOJIKI,4.3,39.74,105.14634146341463
1129,106,Apr,16,2,DAIGO-ZOJIKI,5.7,42.26,104.90243902439025
1130,103,Apr,13,2,DAIGO-ZOJIKI,6.6,43.88,104.85714285714286
1131,103,Apr,13,2,DAIGOJI-ZATSUYO,6.6,43.88,105
1132,NA,NA,NA,NA,-,NA,NA,104.85365853658537
1133,NA,NA,NA,NA,-,NA,NA,104.925
1134,106,Apr,16,2,DAIGOJI-ZATSUYO,5.7,42.26,105.175
1135,NA,NA,NA,NA,-,NA,NA,105.175
1136,NA,NA,NA,NA,-,NA,NA,105.2051282051282
1137,NA,NA,NA,NA,-,NA,NA,105.2051282051282
1138,NA,NA,NA,NA,-,NA,NA,105.2051282051282
1139,113,Apr,23,2,DAIGOJI-ZATSUYO,3.8,38.84,105.4
1140,103,Apr,12,2,DAIGO-ZOJIKI,6.6,43.88,105.34146341463415
1141,111,Apr,21,2,DAIGOJI-ZATSUYO,4.3,39.74,105.53658536585365
1142,NA,NA,NA,NA,-,NA,NA,105.53658536585365
1143,110,Apr,20,2,DAIGOJI-ZATSUYO,4.6,40.28,105.64285714285714
1144,NA,NA,NA,NA,-,NA,NA,105.64285714285714
1145,107,Apr,17,2,TAIKI,5.4,41.72,105.67441860465117
1146,NA,NA,NA,NA,-,NA,NA,105.73809523809524
1147,NA,NA,NA,NA,-,NA,NA,105.73809523809524
1148,NA,NA,NA,NA,-,NA,NA,105.58536585365853
1149,NA,NA,NA,NA,-,NA,NA,105.58536585365853
1150,NA,NA,NA,NA,-,NA,NA,105.6
1151,109,Apr,19,8,EST-from-WF(HONCHO-SEIKI),4.9,40.82,105.6829268292683
1152,NA,NA,NA,NA,-,NA,NA,105.6829268292683
1153,NA,NA,NA,NA,-,NA,NA,105.6829268292683
1154,96,Apr,6,2,TAIKI,8.6,47.48,105.45238095238095
1155,NA,NA,NA,NA,-,NA,NA,105.45238095238095
1156,90,Mar,30,2,NA,10.5,50.9,105.09302325581395
1157,NA,NA,NA,NA,-,NA,NA,105.09302325581395
1158,NA,NA,NA,NA,-,NA,NA,105.09302325581395
1159,103,Apr,13,2,DAIGOJI-ZATSUYO,6.6,43.88,105.04545454545455
1160,NA,NA,NA,NA,-,NA,NA,104.97674418604652
1161,112,Apr,22,2,DAIGOJI-ZATSUYO,4.1,39.38,105.44186046511628
1162,NA,NA,NA,NA,-,NA,NA,105.44186046511628
1163,112,Apr,22,2,DAIGOJI-ZATSUYO,4.1,39.38,105.5909090909091
1164,100,Apr,9,2,DAIGOJI-ZATSUYO,7.4,45.32,105.46666666666667
1165,106,Apr,16,2,DAIGOJI-ZATSUYO,5.7,42.26,105.47826086956522
1166,95,Apr,5,2,DAIGOJI-ZATSUYO,8.9,48.02,105.26086956521739
1167,111,Apr,21,2,DAIGOJI-ZATSUYO,4.3,39.74,105.38297872340425
1168,NA,NA,NA,NA,-,NA,NA,105.38297872340425
1169,112,Apr,22,2,DAIGOJI-ZATSUYO,4.1,39.38,105.52083333333333
1170,113,Apr,23,2,DAIGOJI-ZATSUYO,3.8,38.84,105.6734693877551
1171,NA,NA,NA,NA,-,NA,NA,105.52083333333333
1172,103,Apr,12,2,DAIGOJI-ZATSUYO,6.6,43.88,105.46938775510205
1173,117,Apr,27,2,DAIGOJI-ZATSUYO,2.7,36.86,105.75510204081633
1174,112,Apr,22,2,DAIGOJI-ZATSUYO,4.1,39.38,105.88
1175,113,Apr,23,2,DAIGOJI-ZATSUYO,3.8,38.84,106.01960784313725
1176,113,Apr,22,2,TAKAKURAIN-ANGEN-ONGAKI,3.8,38.84,106.15384615384616
1177,NA,NA,NA,NA,-,NA,NA,106.15384615384616
1178,NA,NA,NA,NA,-,NA,NA,106.15384615384616
1179,103,Apr,13,2,SANKAIKI,6.6,43.88,106.09433962264151
1180,98,Apr,7,1,MEIGETSUKI,8,46.4,106.01886792452831
1181,NA,NA,NA,NA,-,NA,NA,106.01886792452831
1182,104,Apr,14,4,TSUKIMOUDE-WAKASHU(PART-3),6.3,43.34,105.98148148148148
